1_depth10000000_spike0.10000_offtargetassembly_mapperbwa-mem_quanttyperaw_Haloarcula_hispanica_full.tsv	Haloarcula_hispanica_full	3896891	665325
1_depth10000000_spike0.10000_offtargetassembly_mapperbwa-mem_quanttyperaw_Salinibacter_ruber_full.tsv	Salinibacter_ruber_full	3587328	670120
1_depth10000000_spike0.10000_offtargetassembly_mapperbwa-mem_quanttyperaw_Trichoderma_reesei_full.tsv	Trichoderma_reesei_full	33395713	0
1_depth10000000_spike0.10000_offtargetassembly_mapperminimap2-sr_quanttyperaw_Haloarcula_hispanica_full.tsv	Haloarcula_hispanica_full	3896891	665325
1_depth10000000_spike0.10000_offtargetassembly_mapperminimap2-sr_quanttyperaw_Salinibacter_ruber_full.tsv	Salinibacter_ruber_full	3587328	670120
1_depth10000000_spike0.10000_offtargetassembly_mapperminimap2-sr_quanttyperaw_Trichoderma_reesei_full.tsv	Trichoderma_reesei_full	33395713	0
1_depth10000000_spike0.10000_offtargetbins_mapperbwa-mem_quanttyperaw_Haloarcula_hispanica_full.tsv	Haloarcula_hispanica_full	3896891	665413
1_depth10000000_spike0.10000_offtargetbins_mapperbwa-mem_quanttyperaw_Salinibacter_ruber_full.tsv	Salinibacter_ruber_full	3587328	670016
1_depth10000000_spike0.10000_offtargetbins_mapperbwa-mem_quanttyperaw_Trichoderma_reesei_full.tsv	Trichoderma_reesei_full	33395713	0
1_depth10000000_spike0.10000_offtargetbins_mapperminimap2-sr_quanttyperaw_Haloarcula_hispanica_full.tsv	Haloarcula_hispanica_full	3896891	665413
1_depth10000000_spike0.10000_offtargetbins_mapperminimap2-sr_quanttyperaw_Salinibacter_ruber_full.tsv	Salinibacter_ruber_full	3587328	670016
1_depth10000000_spike0.10000_offtargetbins_mapperminimap2-sr_quanttyperaw_Trichoderma_reesei_full.tsv	Trichoderma_reesei_full	33395713	0
1_depth10000000_spike0.10000_offtargetnone_mapperbwa-mem_quanttyperaw_Haloarcula_hispanica_full.tsv	Haloarcula_hispanica_full	3896891	665325
1_depth10000000_spike0.10000_offtargetnone_mapperbwa-mem_quanttyperaw_Salinibacter_ruber_full.tsv	Salinibacter_ruber_full	3587328	670120
1_depth10000000_spike0.10000_offtargetnone_mapperbwa-mem_quanttyperaw_Trichoderma_reesei_full.tsv	Trichoderma_reesei_full	33395713	0
1_depth10000000_spike0.10000_offtargetnone_mapperminimap2-sr_quanttyperaw_Haloarcula_hispanica_full.tsv	Haloarcula_hispanica_full	3896891	665325
1_depth10000000_spike0.10000_offtargetnone_mapperminimap2-sr_quanttyperaw_Salinibacter_ruber_full.tsv	Salinibacter_ruber_full	3587328	670120
1_depth10000000_spike0.10000_offtargetnone_mapperminimap2-sr_quanttyperaw_Trichoderma_reesei_full.tsv	Trichoderma_reesei_full	33395713	0
1_depth10000000_spike0.10000_offtargetzymo_mapperbwa-mem_quanttyperaw_Haloarcula_hispanica_full.tsv	Haloarcula_hispanica_full	3896891	665325
1_depth10000000_spike0.10000_offtargetzymo_mapperbwa-mem_quanttyperaw_Salinibacter_ruber_full.tsv	Salinibacter_ruber_full	3587328	670120
1_depth10000000_spike0.10000_offtargetzymo_mapperbwa-mem_quanttyperaw_Trichoderma_reesei_full.tsv	Trichoderma_reesei_full	33395713	0
1_depth10000000_spike0.10000_offtargetzymo_mapperminimap2-sr_quanttyperaw_Haloarcula_hispanica_full.tsv	Haloarcula_hispanica_full	3896891	665325
1_depth10000000_spike0.10000_offtargetzymo_mapperminimap2-sr_quanttyperaw_Salinibacter_ruber_full.tsv	Salinibacter_ruber_full	3587328	670120
1_depth10000000_spike0.10000_offtargetzymo_mapperminimap2-sr_quanttyperaw_Trichoderma_reesei_full.tsv	Trichoderma_reesei_full	33395713	0
1_depth10000000_spike1.00000_offtargetassembly_mapperbwa-mem_quanttyperaw_Haloarcula_hispanica_full.tsv	Haloarcula_hispanica_full	3896891	6653011
1_depth10000000_spike1.00000_offtargetassembly_mapperbwa-mem_quanttyperaw_Salinibacter_ruber_full.tsv	Salinibacter_ruber_full	3587328	6665908
1_depth10000000_spike1.00000_offtargetassembly_mapperbwa-mem_quanttyperaw_Trichoderma_reesei_full.tsv	Trichoderma_reesei_full	33395713	0
1_depth10000000_spike1.00000_offtargetassembly_mapperminimap2-sr_quanttyperaw_Haloarcula_hispanica_full.tsv	Haloarcula_hispanica_full	3896891	6653011
1_depth10000000_spike1.00000_offtargetassembly_mapperminimap2-sr_quanttyperaw_Salinibacter_ruber_full.tsv	Salinibacter_ruber_full	3587328	6665908
1_depth10000000_spike1.00000_offtargetassembly_mapperminimap2-sr_quanttyperaw_Trichoderma_reesei_full.tsv	Trichoderma_reesei_full	33395713	0
1_depth10000000_spike1.00000_offtargetbins_mapperbwa-mem_quanttyperaw_Haloarcula_hispanica_full.tsv	Haloarcula_hispanica_full	3896891	6653011
1_depth10000000_spike1.00000_offtargetbins_mapperbwa-mem_quanttyperaw_Salinibacter_ruber_full.tsv	Salinibacter_ruber_full	3587328	6665908
1_depth10000000_spike1.00000_offtargetbins_mapperbwa-mem_quanttyperaw_Trichoderma_reesei_full.tsv	Trichoderma_reesei_full	33395713	0
1_depth10000000_spike1.00000_offtargetbins_mapperminimap2-sr_quanttyperaw_Haloarcula_hispanica_full.tsv	Haloarcula_hispanica_full	3896891	6653011
1_depth10000000_spike1.00000_offtargetbins_mapperminimap2-sr_quanttyperaw_Salinibacter_ruber_full.tsv	Salinibacter_ruber_full	3587328	6665908
1_depth10000000_spike1.00000_offtargetbins_mapperminimap2-sr_quanttyperaw_Trichoderma_reesei_full.tsv	Trichoderma_reesei_full	33395713	0
1_depth10000000_spike1.00000_offtargetnone_mapperbwa-mem_quanttyperaw_Haloarcula_hispanica_full.tsv	Haloarcula_hispanica_full	3896891	6653011
1_depth10000000_spike1.00000_offtargetnone_mapperbwa-mem_quanttyperaw_Salinibacter_ruber_full.tsv	Salinibacter_ruber_full	3587328	6665908
1_depth10000000_spike1.00000_offtargetnone_mapperbwa-mem_quanttyperaw_Trichoderma_reesei_full.tsv	Trichoderma_reesei_full	33395713	0
1_depth10000000_spike1.00000_offtargetnone_mapperminimap2-sr_quanttyperaw_Haloarcula_hispanica_full.tsv	Haloarcula_hispanica_full	3896891	6653011
1_depth10000000_spike1.00000_offtargetnone_mapperminimap2-sr_quanttyperaw_Salinibacter_ruber_full.tsv	Salinibacter_ruber_full	3587328	6665908
1_depth10000000_spike1.00000_offtargetnone_mapperminimap2-sr_quanttyperaw_Trichoderma_reesei_full.tsv	Trichoderma_reesei_full	33395713	0
1_depth10000000_spike1.00000_offtargetzymo_mapperbwa-mem_quanttyperaw_Haloarcula_hispanica_full.tsv	Haloarcula_hispanica_full	3896891	6653011
1_depth10000000_spike1.00000_offtargetzymo_mapperbwa-mem_quanttyperaw_Salinibacter_ruber_full.tsv	Salinibacter_ruber_full	3587328	6665908
1_depth10000000_spike1.00000_offtargetzymo_mapperbwa-mem_quanttyperaw_Trichoderma_reesei_full.tsv	Trichoderma_reesei_full	33395713	0
1_depth10000000_spike1.00000_offtargetzymo_mapperminimap2-sr_quanttyperaw_Haloarcula_hispanica_full.tsv	Haloarcula_hispanica_full	3896891	6653011
1_depth10000000_spike1.00000_offtargetzymo_mapperminimap2-sr_quanttyperaw_Salinibacter_ruber_full.tsv	Salinibacter_ruber_full	3587328	6665908
1_depth10000000_spike1.00000_offtargetzymo_mapperminimap2-sr_quanttyperaw_Trichoderma_reesei_full.tsv	Trichoderma_reesei_full	33395713	0
2_depth10000000_spike0.00000_offtargetassembly_mapperbwa-mem_quanttyperaw_Haloarcula_hispanica_full.tsv	Haloarcula_hispanica_full	3896891	74
2_depth10000000_spike0.00000_offtargetassembly_mapperbwa-mem_quanttyperaw_Salinibacter_ruber_full.tsv	Salinibacter_ruber_full	3587328	3970
2_depth10000000_spike0.00000_offtargetassembly_mapperbwa-mem_quanttyperaw_Trichoderma_reesei_full.tsv	Trichoderma_reesei_full	33395713	0
2_depth10000000_spike0.00000_offtargetassembly_mapperminimap2-sr_quanttyperaw_Haloarcula_hispanica_full.tsv	Haloarcula_hispanica_full	3896891	74
2_depth10000000_spike0.00000_offtargetassembly_mapperminimap2-sr_quanttyperaw_Salinibacter_ruber_full.tsv	Salinibacter_ruber_full	3587328	3970
2_depth10000000_spike0.00000_offtargetassembly_mapperminimap2-sr_quanttyperaw_Trichoderma_reesei_full.tsv	Trichoderma_reesei_full	33395713	0
2_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperaw_Haloarcula_hispanica_full.tsv	Haloarcula_hispanica_full	3896891	0
2_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperaw_Salinibacter_ruber_full.tsv	Salinibacter_ruber_full	3587328	1801
2_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperaw_Trichoderma_reesei_full.tsv	Trichoderma_reesei_full	33395713	0
2_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperaw_Haloarcula_hispanica_full.tsv	Haloarcula_hispanica_full	3896891	0
